id,year,date,day,sector,type,state,occupation,age,shift,hour,equipment,mine_id,bias_primary,bias_families
FAI-2002-C04,2002,2002-01-31,Jueves,Coal,Acarreo motorizado,KY,Capataz,32,día,05:35,Continuous miner,15-17234,PERI-1,"B, E, G, I, L, M"
FAI-2002-M07,2002,2002-02-09,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,NM,Operador,38,mañana,10:00,Bulldozer/topadora,32-00775,PERI-1,"E, G, K, L, M"
FAI-2002-M08,2002,2002-02-13,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,SC,Operador,50,mañana,07:00,Bulldozer/topadora,38-00014,PERI-1,"E, G, M"
FAI-2002-M09,2002,2002-02-13,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,FL,Electricista,53,tarde,18:00,Grúa,08-00519,META-1,"E, G, K, L, M"
FAI-2002-C05,2002,2002-02-18,Lunes,Coal,Caída de techo,KY,Operador,39,tarde,14:50,Continuous miner,15-16893,CONF-1,"B, E, G, I, L, M"
FAI-2002-C06,2002,2002-02-20,Miércoles,Coal,Caída de techo,WV,Operador,53,tarde,17:30,Continuous miner,46-08814,PERI-1,"B, E, G, I, L, M"
FAI-2002-C07,2002,2002-02-20,Miércoles,Coal,Caída de persona,WY,Operador,49,tarde,18:00,Bulldozer/topadora,48-00977,NORM-1,"B, E, G, I, L, M"
FAI-2002-C08,2002,2002-02-27,Miércoles,Coal,Acarreo motorizado,UT,Inspector,43,tarde,17:05,Correa transportadora,42-01474,PERI-1,"G, K, L"
CAI-2002-32,2002,2002-03-22,Viernes,Coal,Atrapamiento por maquinaria,KY,Capataz,33,tarde,21:55,Minadora continua Joy (control remoto) — conveyor boom,15-17651,NORM-2,"E, G, K, L, M"
FAI-2002-M10,2002,2002-03-29,Viernes,Metal/NonMetal,Acarreo motorizado,NE,Conductor de camión,53,mañana,08:30,Cargador frontal,25-00979,META-1,"E, G, I, L, M"
FAI-2002-M12,2002,2002-03-30,Sábado,Metal/NonMetal,Acarreo motorizado,TX,Asistente de proceso (process assistant,67,noche,04:00,Cargador frontal,41-00071,NORM-1,"E, G, M"
FAI-2002-M11,2002,2002-04-04,Jueves,Metal/NonMetal,Explosivos y detonadores,MO,Mecánico,54,mañana,13:00,Chancador,23-00542,PERI-1,"E, G, M"
FAI-2002-C10,2002,2002-04-10,Miércoles,Coal,Caída de techo,WV,Operador de minador continuo,33,noche,22:15,Continuous miner,46-05121,COMP-3,"B, E, G, I, L, M"
FAI-2002-M13,2002,2002-04-22,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,SD,Capataz,22,mañana,07:00,Cargador frontal,39-00009,CONF-1,"E, G, K, L, M"
FAI-2002-M14,2002,2002-04-24,Miércoles,Metal/NonMetal,Acarreo motorizado,TX,Mecánico,22,tarde,14:45,Cargador frontal,41-01241,META-1,"E, G, I, L, M"
FAI-2002-C11,2002,2002-04-26,Viernes,Coal,Acarreo motorizado,NM,Operador,61,tarde,21:30,Cargador frontal,29-01879,PERI-1,"B, E, G, I, L, M"
FAI-2002-M20,2002,2002-05-03,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,FL,Operador,62,mañana,07:15,Cargador frontal,08-00519,PERI-1,"E, G, M"
CAI-2002-12,2002,2002-05-11,Sábado,Coal,Electrocución / Contacto eléctrico,PA,Operador,31,tarde,12:45,Coal hauler (marco energizado por cable pinzado),36-00958,NORM-2,"E, G, K, L"
FAI-2002-M15,2002,2002-05-16,Jueves,Metal/NonMetal,Caída de persona,IL,Operador,43,mañana,06:30,Correa transportadora,11-01081,PERI-1,"B, E, G, I, L, M"
FAI-2002-C13,2002,2002-05-21,Martes,Coal,Electrocución / Contacto eléctrico,KY,Electricista,50,noche,03:30,Continuous miner,15-17234,PERI-1,"G, K, L"
CAI-2002-90,2002,2002-05-23,Jueves,Coal,Electrocución / Contacto eléctrico,KY,Capataz,49,día,05:50,Correa transportadora,15-16349,PERI-1,"E, G, K, L"
FAI-2002-M16,2002,2002-06-01,Sábado,Metal/NonMetal,Acarreo motorizado,AZ,Operador,32,mañana,13:45,Correa transportadora,02-00150,NORM-3,"G, K, L"
FAI-2002-M17,2002,2002-06-03,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,MO,Mecánico,41,mañana,08:30,Correa transportadora,23-00134,PERI-1,"E, G, K, L, M"
FAI-2002-M18,2002,2002-06-12,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,TX,Ayudante,35,noche,22:40,Grúa,41-00906,PERI-1,"E, G, K, L, M"
CAI-2002-28,2002,2002-06-19,Miércoles,Coal,Acarreo motorizado,KY,Operador,35,día,07:20 (OFICIAL Part50),Shuttle car (canopy) + perno de techo,15-15455,NORM-2,"E, G, I, L, M"
FAI-2002-C14,2002,2002-06-20,Jueves,Coal,Acarreo motorizado,VA,Operador,55,noche,23:45,Continuous miner,44-04856,PERI-1,"B, E, G, I, L, M"
CAI-2002-16,2002,2002-06-28,Viernes,Coal,Acarreo motorizado,VA,Conductor de camión,49,día,05:50,Camión de acarreo + impoundment de slurry,44-05898,NORM-2,"E, G, I, L, M"
FAI-2002-M19,2002,2002-07-02,Martes,Metal/NonMetal,Atrapamiento por maquinaria,MO,Obrero general,51,mañana,12:30,Cargador frontal,23-02115,NORM-1,"B, G"
FAI-2002-C17,2002,2002-07-10,Miércoles,Coal,Acarreo motorizado,IN,Contratista,44,tarde,14:30,Correa transportadora,12-01732,NORM-3,"G, K, L"
FAI-2002-M21,2002,2002-08-06,Martes,Metal/NonMetal,Acarreo motorizado,WY,Contratista,50,noche,23:30,"Mine car, Ore or coal car, Boxcar, Hopper car",48-01497,PERI-1,"E, G, I, L, M"
FAI-2002-M22,2002,2002-08-06,Martes,Metal/NonMetal,Inundación,IN,Minero,55,tarde,16:00,Grúa horquilla,12-00426,NORM-1,"E, G, K, L, M"
FAI-2002-C18,2002,2002-08-12,Lunes,Coal,Atrapamiento por maquinaria,WV,Capataz,23,mañana,06:20,Continuous miner,46-08836,META-1,"B, E, G, M"
CAI-2002-19,2002,2002-08-13,Martes,Coal,Caída de persona,PA,Operador,66,noche,03:00,Borde de highwall sin protección,36-08777,NORM-2,"E, G, I, L, M"
FAI-2002-M23,2002,2002-08-17,Sábado,Metal/NonMetal,Electrocución / Contacto eléctrico,AZ,Contratista,31,mañana,10:50,NO VALUE FOUND,02-02873,PERI-1,"G, K, L"
CAI-2002-37,2002,2002-08-19,Lunes,Coal,Caída de costilla,KY,Contratista,29,tarde,21:00,Rib de slope (roca de 8.5×3×2 ft),15-17216,COMP-2,"B, E, G, I, L, M"
FAI-2002-M24,2002,2002-08-20,Martes,Metal/NonMetal,Acarreo motorizado,TN,Conductor,20,mañana,08:30,Cargador frontal,40-00122,META-1,"E, G, I, L, M"
CAI-2002-42,2002,2002-08-27,Martes,Coal,No determinado / Otro,PA,"Auger operator, Auger Crew supervisor",N/D,N/D,08:15,NO VALUE FOUND ?,36-01046,N/D,"E, G, K, L, M"
FAI-2002-C22,2002,2002-08-30,Viernes,Coal,Acarreo motorizado,KY,Conductor de camión,34,mañana,07:00,Bulldozer/topadora,15-18041,NORM-1,"E, G, I, L, M"
FAI-2002-M25,2002,2002-09-10,Martes,Metal/NonMetal,Atrapamiento por maquinaria,MD,Perforista,58,mañana,12:45,Perforadora,18-00013,PERI-1,"B, E, G, L, M"
FAI-2002-M26,2002,2002-09-10,Martes,Metal/NonMetal,Acarreo motorizado,ID,Operador,57,mañana,11:30,Bulldozer/topadora,10-01911,PERI-1,"B, E, G, I, L, M"
FAI-2002-M27,2002,2002-09-16,Lunes,Metal/NonMetal,Electrocución / Contacto eléctrico,FL,Capataz,43,tarde,18:30,Correa transportadora,08-00956,PERI-1,"E, G, K, L"
FAI-2002-M28,2002,2002-09-23,Lunes,Metal/NonMetal,Explosión / Incendio,AZ,Contratista,43,mañana,08:15,Correa transportadora,02-01138,ATAJ-1,"E, G, K, L, M"
FAI-2002-M29,2002,2002-09-23,Lunes,Metal/NonMetal,Acarreo motorizado,TN,Operador,43,tarde,15:55,Correa transportadora,40-03095,META-1,"G, K, L"
FAI-2002-C23,2002,2002-10-07,Lunes,Coal,Caída de persona,AL,Operador,31,mañana,13:00,Cargador frontal,01-03196,PERI-1,"E, G, I, L, M"
FAI-2002-M30,2002,2002-10-12,Sábado,Metal/NonMetal,Acarreo motorizado,CO,Operador,52,mañana,09:30,Cargador frontal,05-04634,NORM-1,"G, I, L, M"
FAI-2002-M31,2002,2002-10-14,Lunes,Metal/NonMetal,Falla de highwall / Talud,IL,Operador,25,noche,23:15,Cargador frontal,11-01848,NORM-1,"B, E, G, I, L, M"
FAI-2002-M32,2002,2002-10-17,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,WA,Operador,45,mañana,06:45,Correa transportadora,45-03330,PERI-1,"E, G, M"
MAI-2002-91,2002,2002-10-17,Jueves,Metal/NonMetal,Caída de material,NV,Trabajador minero,27,día,11:15 (OFICIAL Part50),Equipo asociado a otro,26-02300,NORM-2,"E, G, M"
MAI-2002-92,2002,2002-10-17,Jueves,Metal/NonMetal,Caída de material,NV,Trabajador minero,33,día,11:15 (OFICIAL Part50),Equipo asociado a otro,26-02300,NORM-2,"E, G, M"
FAI-2002-M33,2002,2002-10-21,Lunes,Metal/NonMetal,Acarreo motorizado,NY,Operador,48,mañana,10:00,Correa transportadora,30-03215,NORM-1,"B, E, G, I, L, M"
FAI-2002-M35,2002,2002-10-21,Lunes,Metal/NonMetal,Acarreo motorizado,OR,Conductor de camión,51,tarde,14:30,Bulldozer/topadora,35-00507,PERI-1,"B, E, G, I, L, M"
FAI-2002-M34,2002,2002-10-24,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,AR,Manejador de combustible,27,mañana,12:45,Cargador frontal,03-00256,NORM-1,"E, G, M"
MAI-2002-93,2002,2002-11-01,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,FL,Trabajador minero,60,día,17:00 (OFICIAL Part50),Equipo asociado a atrapamiento por maquinaria,08-00388,NORM-2,"E, G, K, L, M"
FAI-2002-M38,2002,2002-11-13,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,PR,Operador,30,mañana,13:45,Cargador frontal,54-00297,PERI-1,"B, E, G, M"
FAI-2002-M39,2002,2002-12-09,Lunes,Metal/NonMetal,Acarreo motorizado,NM,Conductor de camión,48,mañana,08:23,Correa transportadora,29-00802,PERI-1,"E, G, I, L, M"
FAI-2002-M40,2002,2002-12-09,Lunes,Metal/NonMetal,Acarreo motorizado,MI,Conductor de camión,47,mañana,06:00,Correa transportadora,20-00041,NORM-1,"G, K, L"
CAI-2002-24,2002,2002-12-13,Viernes,Coal,Acarreo motorizado,KY,Conductor de camión,34,día,21:20 (OFICIAL Part50),Camión articulado de acarreo,15-18008,NORM-2,"E, G, I, L, M"
MAI-2002-94,2002,2002-12-20,Viernes,Metal/NonMetal,Manejo de materiales,AZ,Trabajador minero,41,día,00:20 (OFICIAL Part50),Equipo asociado a otro,02-00024,NORM-2,"E, G, M"
CAI-2002-40,2002,2002-12-26,Jueves,Coal,Atrapamiento por maquinaria,WV,Engrasador de dragline (Dragline Oiler),48,tarde,18:30,Dragline (walking shoe derecho),46-07178,NORM-2,"B, E, G, I, L, M"
CAI-2002-41,2002,2002-12-27,Viernes,Coal,Caída de techo,WV,Operador,52,tarde,18:20,Mobile roof supports Fletcher 13/13A,46-08429,NORM-3,"B, E, G, I, L, M"
FAI-2002-C27,2002,2002-12-28,Sábado,Coal,Atrapamiento por maquinaria,KY,Capataz,23,mañana,13:00,Huinche/Winche,15-17718,CONF-1,
MAI-2003-01,2003,2003-01-07,Martes,Metal/NonMetal,Inundación,TX,Contratista,34,tarde,19:00,Correa transportadora,41-00071,PERI-1,"E, G, K, L, M"
MAI-2003-02,2003,2003-01-13,Lunes,Metal/NonMetal,Caída de persona,CA,Supervisor,62,mañana,06:30,Cargador frontal,04-00213,PERI-1,"B, E, G, I, L, M"
MAI-2003-03,2003,2003-01-18,Sábado,Metal/NonMetal,Caída de persona,KY,Capataz,37,día,05:40,CAEX,15-00016,NORM-1,"E, G, I, K, L, M"
CAI-2003-09,2003,2003-01-21,Martes,Coal,Electrocución / Contacto eléctrico,VA,Obrero general,33,mañana,13:55,Continuous miner,44-07052,ATAJ-1,"K, L, N"
CAI-2003-01,2003,2003-01-22,Miércoles,Coal,Explosión / Incendio,WV,Supervisor,38,noche,01:00,Huinche/Winche,46-01437,CONF-1,"E, G, K, L, M"
CAI-2003-MCE-02,2003,2003-01-22,Miércoles,Coal,Explosión / Incendio,WV,Supervisor,32,noche,01:00,Huinche/Winche,46-01437,CONF-1,"E, G, K, L, M"
CAI-2003-MCE-03,2003,2003-01-22,Miércoles,Coal,Explosión / Incendio,WV,Supervisor,49,noche,01:00,Huinche/Winche,46-01437,CONF-1,"E, G, K, L, M"
CAI-2003-04,2003,2003-01-30,Jueves,Coal,Acarreo motorizado,KY,Capataz,52,tarde,21:45,Continuous miner,15-07763,CONF-1,"E, G, I, L, M"
MAI-2003-04,2003,2003-02-11,Martes,Metal/NonMetal,Explosión / Incendio,TX,Operador,N/D,mañana,13:00,Mototraílla,41-00298,DISP-1,"E, G, K, L, M"
CAI-2003-05,2003,2003-02-15,Sábado,Coal,Caída de costilla,IL,Minero subterráneo,N/D,noche,02:30,Continuous miner,11-00877,NORM-1,"B, E, G, I, L, M"
CAI-2003-06,2003,2003-02-20,Jueves,Coal,Caída de persona,WY,Supervisor,44,tarde,14:10,Correa transportadora,48-00977,META-1,"B, E, G, I, L, M"
CAI-2003-07,2003,2003-03-17,Lunes,Coal,Acarreo motorizado,KY,Inspector,48,tarde,18:10,CAEX,15-13936,META-1,"B, E, G, I, L, M"
CAI-2003-13,2003,2003-03-23,Domingo,Coal,Electrocución / Contacto eléctrico,WV,Capataz,51,tarde,04:00,Section power center 480V AC (usado como blasting machine — uso no permisible),46-08776,CONF-1,"B, E, G, I, K, L, M"
MAI-2003-05,2003,2003-03-24,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,IL,Capataz,46,mañana,07:00,Correa transportadora,11-03084,PERI-1,"B, G, I, K, L, M"
MAI-2003-06,2003,2003-03-29,Sábado,Metal/NonMetal,Caída de persona,NJ,Supervisor,44,mañana,06:56,Correa transportadora,28-00015,NORM-1,"B, E, G, K, L, M"
CAI-2003-08,2003,2003-04-04,Viernes,Coal,Acarreo motorizado,KY,Conductor de camión,34,mañana,07:00,CAEX,15-05485,PERI-1,"B, E, G, I, L, M"
CAI-2003-10,2003,2003-04-09,Miércoles,Coal,Acarreo motorizado,IL,Conductor de camión,20,tarde,17:45,Bulldozer/topadora,11-03102,ATAJ-1,"E, G, M"
CAI-2003-11,2003,2003-04-15,Martes,Coal,Atrapamiento por maquinaria,IL,Operador,35,noche,00:30,Continuous miner,11-02632,NORM-3,"E, G, K, L, M"
MAI-2003-08,2003,2003-04-16,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,NM,Capataz,57,tarde,15:00,Cargador frontal,29-01968,PERI-1,"G, K, L"
MAI-2003-92,2003,2003-04-21,Lunes,Metal/NonMetal,Acarreo motorizado,KS,Operador,58,mañana,07:00,Cargador frontal,14-01506,PERI-1,"B, E, G, I, L, M"
MAI-2003-07,2003,2003-04-25,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,NH,Operador,39,mañana,12:00,Cargador frontal,27-00332,PERI-1,"E, G, K, L, M"
CAI-2003-12,2003,2003-04-27,Domingo,Coal,Explosión / Incendio,WV,Contratista — Mecánico,42,mañana,07:00,Cargador frontal,46-08773,META-1,"E, G, K, L, M"
MAI-2003-09,2003,2003-05-15,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,NC,standing on this beam at the time of the accident,51,mañana,07:00,Grúa,31-01235,PERI-1,"E, G, M"
MAI-2003-10,2003,2003-05-21,Miércoles,Metal/NonMetal,Electrocución / Contacto eléctrico,OH,Capataz,50,mañana,11:45,Cargador frontal,33-02518,PERI-1,"E, G, K, L"
MAI-2003-11,2003,2003-06-02,Lunes,Metal/NonMetal,Caída de material,GA,Supervisor,52,tarde,14:00,Pala hidráulica,09-01127,PERI-1,"E, G, M"
CAI-2003-14,2003,2003-06-09,Lunes,Coal,Atrapamiento por maquinaria,KY,Supervisor,49,mañana,06:00,Cargador frontal,15-16349,CONF-3,"E, G, K, L, M"
CAI-2003-15,2003,2003-06-13,Viernes,Coal,Explosivos y detonadores,KY,Capataz,21,mañana,12:30,Correa transportadora,15-17373,PERI-1,"E, G, K, L, M"
CAI-2003-16,2003,2003-06-13,Viernes,Coal,Electrocución / Contacto eléctrico,PA,Capataz,41,mañana,13:15,Continuous miner,36-08725,PERI-1,"E, G, K, L"
MAI-2003-12,2003,2003-06-14,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,CA,Capataz,25,tarde,14:00,Correa transportadora,04-01800,PERI-1,
CAI-2003-17,2003,2003-06-20,Viernes,Coal,Acarreo motorizado,KY,Inspector,32,noche,01:45,Continuous miner,15-18376,PERI-1,"B, E, G, I, L, M"
CAI-2003-51,2003,2003-06-23,Lunes,Coal,Atrapamiento por maquinaria,IN,Mecánico,47,día,12:40,Cargador frontal Caterpillar 980C (balde con deriva hidráulica),12-01732,NORM-2,"E, G, K, L, M"
CAI-2003-19,2003,2003-06-26,Jueves,Coal,Acarreo motorizado,AL,Mecánico,59,mañana,07:05,Cargador frontal,01-03162,PERI-1,"B, E, G, I, L, M"
CAI-2003-20,2003,2003-07-02,Miércoles,Coal,Atrapamiento por maquinaria,KY,Operador de minador continuo,N/D,tarde,15:15,Continuous miner,15-02709,META-1,"E, G, K, L, M"
CAI-2003-21,2003,2003-07-19,Sábado,Coal,Electrocución / Contacto eléctrico,WV,Electricista,27,tarde,17:15,Continuous miner,46-08436,CONF-1,"G, K, L"
MAI-2003-13,2003,2003-07-22,Martes,Metal/NonMetal,Electrocución / Contacto eléctrico,WA,Mecánico,51,mañana,07:00,Correa transportadora,45-03110,PERI-1,"G, K, L"
MAI-2003-90,2003,2003-08-09,Sábado,Metal/NonMetal,Caída de persona,NV,Capataz,40,mañana,12:45,NO VALUE FOUND,26-00680,META-1,"E, G, I, L, M"
CAI-2003-22,2003,2003-08-20,Miércoles,Coal,Caída de techo,KY,Capataz,52,mañana,13:40,Continuous miner,15-17216,PERI-1,"B, E, G, I, L, M"
MAI-2003-24,2003,2003-08-21,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,AR,Mecánico,51,mañana,07:45,Correa transportadora,03-01587,PERI-1,"G, K, L"
MAI-2003-15,2003,2003-09-01,Lunes,Metal/NonMetal,Acarreo motorizado,TN,Ingeniero,20,mañana,07:30,Grúa horquilla,40-03211,PERI-1,"E, G, I, L, M"
CAI-2003-23,2003,2003-09-05,Viernes,Coal,Explosión de recipiente a presión,VA,Minero,28,tarde,20:45,Cargador frontal,44-03658,PERI-1,"E, G, K, L, M"
CAI-2003-24,2003,2003-09-09,Martes,Coal,Acarreo motorizado,WY,Operador,30,mañana,09:45,Pala hidráulica,48-00732,PERI-1,"E, G, I, L, M"
CAI-2003-30,2003,2003-09-09,Martes,Coal,Atrapamiento por maquinaria,KY,Operador,73,mañana,08:15,Cargador frontal,15-18661,NORM-1,"E, G, M"
CAI-2003-25,2003,2003-09-17,Miércoles,Coal,Acarreo motorizado,WV,Inspector,37,mañana,06:00,Correa transportadora,46-08645,META-1,"E, G, I, L, M"
CAI-2003-TWI-02,2003,2003-09-17,Miércoles,Coal,Acarreo motorizado,WV,Operador de perforadora de highwall,47,mañana,06:00,Correa transportadora,46-08645,META-1,"E, G, I, L, M"
MAI-2003-16,2003,2003-09-22,Lunes,Metal/NonMetal,Acarreo motorizado,SC,Obrero,39,mañana,11:15,Correa transportadora,38-00014,COMP-2,"E, G, M"
MAI-2003-17,2003,2003-09-26,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,SC,Técnico de servicio de neumáticos,38,mañana,13:30,CAEX,38-00310,META-1,"E, G, I, K, L, M"
MAI-2003-18,2003,2003-09-29,Lunes,Metal/NonMetal,Acarreo motorizado,OH,Operador,55,tarde,14:30,Cargador frontal,33-01598,NORM-1,"B, E, G, I, L, M"
MAI-2003-19,2003,2003-10-01,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,AL,employed subcontractor,45,mañana,07:30,Bulldozer/topadora,01-03272,PERI-1,"E, G, M"
MAI-2003-91,2003,2003-10-01,Miércoles,Metal/NonMetal,Acarreo motorizado,CO,Capataz,39,mañana,09:00,Rope/cable metálico,05-04537,PERI-1,"E, G, I, L, M"
CAI-2003-27,2003,2003-10-22,Miércoles,Coal,Atrapamiento por maquinaria,VA,Capataz,41,mañana,10:00,Continuous miner,44-06503,PERI-1,"B, G, I, K, L, M"
CAI-2003-28,2003,2003-10-24,Viernes,Coal,Caída de techo,WV,Ingeniero,29,mañana,10:20,Continuous miner,46-08820,CONF-1,"B, E, G, I, L, M"
MAI-2003-22,2003,2003-10-30,Jueves,Metal/NonMetal,Acarreo motorizado,MI,Operador,22,mañana,07:30,Cargador frontal,20-03160,META-1,"E, G, I, L, M"
CAI-2003-31,2003,2003-11-10,Lunes,Coal,Atrapamiento por maquinaria,KY,Contratista,30,mañana,13:00,Cargador frontal,15-18444,COMP-2,"E, G, K, L, M"
MAI-2003-23,2003,2003-11-19,Miércoles,Metal/NonMetal,Caída de persona,NV,Operador,38,mañana,11:00,Chancador,26-01089,META-1,"E, G, I, L, M"
MAI-2003-25,2003,2003-11-23,Domingo,Metal/NonMetal,Atrapamiento por maquinaria,OR,Operador,44,tarde,14:00,Correa transportadora,35-03584,META-1,"G, K, L"
MAI-2003-26,2003,2003-12-20,Sábado,Metal/NonMetal,Acarreo motorizado,AL,Conductor de camión,37,mañana,07:30,CAEX,01-01138,META-1,"E, G, I, L, M"
CAI-2004-01,2004,2004-01-03,Sábado,Coal,Atrapamiento por maquinaria,UT,Mecánico,26,noche,22:20,Continuous miner,42-00089,PERI-1,"E, G, M"
CAI-2004-02,2004,2004-01-22,Jueves,Coal,Acarreo motorizado,UT,Operador,25,noche,23:00,Continuous miner,42-01474,META-1,"E, G, I, L, M"
MAI-2004-01,2004,2004-01-29,Jueves,Metal/NonMetal,Caída de persona,SC,Obrero general,24,tarde,16:00,Correa transportadora,38-00014,META-1,"E, G, I, L, M"
MAI-2004-02,2004,2004-01-30,Viernes,Metal/NonMetal,Caída de persona,NM,Mecánico,60,mañana,06:50,Cargador frontal,29-02252,PERI-1,"B, E, G, K, L, M"
MAI-2004-90,2004,2004-02-01,Domingo,Metal/NonMetal,Atrapamiento por maquinaria,WY,Operador,34,tarde,18:55,Continuous miner,48-00154,NORM-1,"E, G, K, L, M"
CAI-2004-03,2004,2004-02-03,Martes,Coal,Atrapamiento por maquinaria,KY,Supervisor,46,tarde,16:30,Grúa,15-16349,PERI-1,"B, E, G, K, L, M"
CAI-2004-04,2004,2004-02-05,Jueves,Coal,Electrocución / Contacto eléctrico,WV,Operador,33,mañana,13:30,Continuous miner,46-08808,PERI-1,"B, E, G, K, L, M, N"
MAI-2004-05,2004,2004-02-08,Domingo,Metal/NonMetal,Caída de persona,PA,Obrero general,57,noche,23:00,"Machine, NEC - Wheelbarrow, Well drilling Rig, Post hole auger",36-06468,PERI-1,"E, G, I, L, M"
CAI-2004-05,2004,2004-02-10,Martes,Coal,Acarreo motorizado,WV,Operador de pernadora de techo,25,mañana,07:35,Continuous miner,46-08580,NORM-1,"E, G, I, L, M"
CAI-2004-10,2004,2004-02-10,Martes,Coal,Acarreo motorizado,WV,Conductor,54,tarde,19:00,Correa transportadora,46-06272,PERI-1,"B, E, G, I, L, M"
MAI-2004-04,2004,2004-02-26,Jueves,Metal/NonMetal,Caída de persona,IN,Supervisor,47,tarde,18:00,Huinche/Winche,12-00002,PERI-1,"E, G, I, L, M"
CAI-2004-06,2004,2004-03-02,Martes,Coal,Atrapamiento por maquinaria,WV,Capataz de mantenimiento,50,mañana,07:10,Correa transportadora,46-06045,PERI-1,"E, G, M"
CAI-2004-26,2004,2004-03-12,Viernes,Coal,Atrapamiento por maquinaria,WV,Capataz,32,mañana,12:45,Hand tools (powered),46-08582,COMP-2,"E, G, K, L, M"
MAI-2004-06,2004,2004-03-23,Martes,Metal/NonMetal,Atrapamiento por maquinaria,NY,Capataz,40,mañana,09:25,Cargador frontal,30-00048,META-1,
MAI-2004-07,2004,2004-03-24,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,OK,Capataz,41,mañana,10:30,Cargador frontal,34-00410,NORM-1,"E, G, M"
CAI-2004-07,2004,2004-04-03,Sábado,Coal,Atrapamiento por maquinaria,WV,Operador de minador continuo,47,tarde,16:00,Continuous miner,46-08875,PERI-1,"E, G, M"
MAI-2004-08,2004,2004-04-16,Viernes,Metal/NonMetal,Caída de persona,TX,Conductor de camión,74,noche,03:00,Correa transportadora,41-00026,PERI-1,"B, E, G, I, L, M"
CAI-2004-08,2004,2004-04-22,Jueves,Coal,Acarreo motorizado,AL,Operador,57,noche,22:45,Correa transportadora,01-01401,ATAJ-1,"E, G, I, L, M"
CAI-2004-09,2004,2004-05-18,Martes,Coal,Caída de costilla,IN,Mecánico/Electricista,N/D,noche,01:50,Continuous miner,12-02010,META-1,"E, G, K, L, M"
MAI-2004-09,2004,2004-05-27,Jueves,Metal/NonMetal,Acarreo motorizado,MI,Conductor de camión,37,mañana,07:00,Cargador frontal,20-02940,META-1,"E, G, I, L, M"
MAI-2004-26,2004,2004-05-31,Lunes,Metal/NonMetal,Acarreo motorizado,IN,Contratista — Conductor de camión,47,mañana,06:00,Correa transportadora,12-00066,PERI-1,"E, G, M"
MAI-2004-10,2004,2004-06-01,Martes,Metal/NonMetal,Atrapamiento por maquinaria,MI,Operador,49,mañana,08:30,Cargador frontal,20-03131,PERI-1,"E, G, K, L, M"
CAI-2004-11,2004,2004-06-10,Jueves,Coal,Acarreo motorizado,WV,Conductor,52,mañana,09:30,Correa transportadora,46-05890,PERI-1,"B, E, G, I, L, M"
CAI-2004-12,2004,2004-06-16,Miércoles,Coal,Acarreo motorizado,AL,Mecánico,45,mañana,09:40,Correa transportadora,01-01401,PERI-1,"B, E, G, I, L, M"
